Time, v, b, c, g, gy, y, o, r, cl, nir
20418.00000, 6.10352, 9.91821, 40.58838, 132.14111, 96.28296, 35.24780, 54.93164, 88.50098, 184.93652, 10.68115
20538.00000, 6.25610, 9.91821, 40.43579, 131.98853, 96.58813, 35.40039, 55.23682, 88.19580, 186.00464, 10.68115
20657.00000, 6.25610, 9.91821, 40.13062, 131.68335, 97.50366, 36.01074, 55.84717, 88.50098, 187.37793, 10.68115
20774.00000, 6.10352, 9.91821, 40.13062, 132.44629, 98.11401, 36.77368, 56.91528, 88.80615, 190.42969, 10.68115
20893.00000, 6.25610, 9.91821, 40.13062, 132.44629, 99.02954, 37.07886, 57.52563, 89.41650, 187.53052, 10.68115
21012.00000, 6.25610, 9.91821, 40.13062, 132.59888, 99.63989, 37.38403, 57.98340, 89.72168, 188.44604, 10.68115
21130.00000, 6.40869, 9.91821, 39.67285, 131.22559, 99.33472, 37.38403, 57.67822, 89.26392, 188.75122, 10.98633
21249.00000, 6.25610, 9.91821, 39.21509, 131.22559, 99.94507, 37.53662, 58.44116, 89.41650, 189.36157, 10.98633
21366.00000, 6.10352, 9.76563, 38.90991, 130.15747, 100.55542, 37.68921, 58.44116, 89.11133, 189.20898, 10.98633
21487.00000, 6.25610, 9.61304, 38.75732, 129.24194, 101.01318, 38.14697, 59.05151, 89.41650, 190.12451, 10.98633
21607.00000, 6.25610, 9.76563, 38.60474, 129.85229, 101.16577, 38.60474, 59.35669, 90.33203, 188.14087, 10.98633
21727.00000, 6.10352, 9.76563, 38.45215, 130.31006, 101.92871, 39.21509, 59.96704, 91.24756, 188.29346, 10.98633
21848.00000, 6.10352, 9.76563, 38.29956, 130.46265, 102.69165, 39.67285, 60.11963, 91.40015, 188.90381, 10.98633
21967.00000, 6.25610, 9.76563, 38.29956, 130.46265, 103.45459, 40.13062, 60.88257, 91.85791, 189.97192, 10.98633
22086.00000, 6.25610, 9.76563, 38.14697, 130.46265, 104.21753, 40.74097, 61.64551, 92.16309, 189.97192, 11.29150
22206.00000, 6.40869, 9.76563, 38.14697, 130.46265, 105.13306, 41.35132, 62.10327, 92.77344, 188.44604, 10.98633
22327.00000, 6.25610, 9.76563, 37.99438, 130.31006, 105.74341, 41.96167, 62.71362, 93.53638, 189.05640, 11.29150
22447.00000, 6.25610, 9.76563, 37.68921, 130.31006, 106.35376, 42.41943, 63.17139, 93.84155, 188.75122, 11.29150
22565.00000, 6.40869, 9.76563, 37.68921, 130.31006, 106.96411, 42.72461, 63.78174, 94.14673, 188.90381, 11.29150
22685.00000, 6.25610, 9.76563, 37.23145, 129.85229, 107.26929, 43.02979, 64.39209, 93.99414, 188.59863, 11.29150
22805.00000, 6.25610, 9.61304, 37.23145, 129.08936, 107.72705, 43.18237, 64.54468, 93.68896, 189.05640, 11.29150
22926.00000, 6.40869, 9.61304, 37.07886, 128.63159, 108.03223, 43.64014, 64.69727, 94.29932, 188.90381, 11.29150
23046.00000, 6.40869, 9.61304, 36.92627, 128.32642, 108.64258, 44.09790, 65.15503, 94.45190, 190.12451, 11.29150
23165.00000, 6.25610, 9.46045, 36.62109, 127.86865, 109.10034, 44.40308, 65.61279, 94.75708, 191.95557, 11.59668
23286.00000, 6.40869, 9.61304, 36.46851, 127.71606, 109.55811, 44.86084, 65.91797, 94.90967, 192.87109, 11.59668
23406.00000, 6.40869, 9.46045, 36.31592, 127.56348, 109.71069, 45.31860, 66.22314, 95.21484, 193.02368, 11.59668
